timestamp,is_random_set,training records,validation records,spatial_dropout_prop,recurr_units,recurrent_regularizer_l1_factor,recurrent_regularizer_l2_factor,recurrent_dropout_prop,conv_units,kernel_size_1,kernel_size_2,dense_units_1,dense_units_2,dropout_prop,lr,lr_decay_rate,lr_decay_step,batch_size,epochs,best_training_step,best_val_rmse,val_loss,val_rmse__last_10_avg,val_loss__last_10_avg,train_rmse__last_10_avg,train_loss__last_10_avg,local_path
20200727-001836,0,7352,1298,0.68,59,0.04168,0.00872,0.00326,25,2,3,67,61,0.09,0.0359,0.1,45,512,120,118,0.652258456,1.162555175,0.65398044,1.099826105,0.533968693,0.774174302,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-001836
20200727-004757,0,7352,1298,0.69,89,0.02952,0.03829,0.00335,30,2,3,45,36,0.09,0.0371,0.1,45,512,120,120,0.634602368,1.397485016,0.636094433,1.262136338,0.510256541,0.942852816,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-004757
20200727-011822,0,7352,1298,0.67,60,0.01306,0.00567,0.0036,29,3,3,43,38,0.04,0.0294,0.1,45,512,120,72,0.629119515,1.485225121,0.636630857,0.827438996,0.485861206,0.468983664,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-011822
20200727-014755,0,7352,1298,0.71,64,0.02147,0.00691,0.00365,27,4,2,33,32,0.08,0.0359,0.1,45,512,120,69,0.651064515,2.965234278,0.658391261,0.983464103,0.541389871,0.669350015,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-014755
20200727-021728,0,7352,1298,0.63,125,0.04203,0.00741,0.00339,27,2,2,52,41,0.09,0.0256,0.1,45,512,120,88,0.641151249,8.066333439,0.64889378,1.779444696,0.439548647,1.319789515,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-021728
20200727-025025,0,7352,1298,0.7,54,0.01943,0.00551,0.00443,31,4,3,44,42,0.05,0.0345,0.1,45,512,120,87,0.644222856,2.065080802,0.649837613,0.880881753,0.512754142,0.55002238,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-025025
20200727-031957,0,7352,1298,0.69,54,0.02416,0.00887,0.00414,21,2,2,44,37,0.13,0.0355,0.1,45,512,120,83,0.644045413,2.412128914,0.647219694,0.903470248,0.565811706,0.669113831,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-031957
20200727-034935,0,7352,1298,0.62,68,0.03626,0.00635,0.00616,28,2,3,46,32,0.04,0.0362,0.1,45,512,120,90,0.617901504,3.78033705,0.621017629,1.097240275,0.450497371,0.699412182,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-034935
20200727-041855,0,7352,1298,0.65,88,0.03502,0.04797,0.00469,29,2,3,48,42,0.13,0.0332,0.1,45,512,120,72,0.635359824,6.056671033,0.638351375,1.274180132,0.491727144,0.926135511,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-041855
20200727-044915,0,7352,1298,0.7,126,0.0162,0.00551,0.00307,25,2,3,49,35,0.06,0.0337,0.1,45,512,120,68,0.628933012,5.029050504,0.634434962,1.266246823,0.506156036,0.938156135,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-044915
20200727-052232,0,7352,1298,0.64,123,0.03737,0.00555,0.00567,17,2,3,40,39,0.09,0.0368,0.1,45,512,120,71,0.650011718,17.23803355,0.654691631,2.049962282,0.474799538,1.611136743,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-052232
20200727-055520,0,7352,1298,0.66,125,0.02944,0.00726,0.01462,26,2,2,45,21,0.16,0.0358,0.1,45,512,120,80,0.646145225,8.707999911,0.650182641,1.739744359,0.510482424,1.402780471,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-055520
20200727-062813,0,7352,1298,0.66,72,0.03806,0.00712,0.00499,26,2,2,39,29,0.15,0.0366,0.1,45,512,120,82,0.636405766,4.251912385,0.639812177,1.164604761,0.520682567,0.867442332,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-062813
20200727-065731,0,7352,1298,0.69,46,0.04191,0.00577,0.00313,28,2,3,48,47,0.15,0.0335,0.1,45,512,120,91,0.649583578,0.9461858,0.651311868,0.929054551,0.563742304,0.694950607,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-065731
20200727-072655,0,7352,1298,0.7,124,0.03612,0.00993,0.00347,28,2,3,49,45,0.11,0.0344,0.1,45,512,120,93,0.631927907,1.961240216,0.635034811,1.878692853,0.512271821,1.571177518,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-072655
20200727-075949,0,7352,1298,0.64,125,0.01283,0.00605,0.00251,28,3,3,50,38,0.17,0.035,0.1,45,512,120,54,0.652173281,3.773897436,0.658125365,1.174974744,0.471339422,0.774456097,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-075949
20200727-095454,0,7352,1298,0.68,112,0.03025,0.00887,0.00438,29,3,2,35,34,0.11,0.0333,0.1,45,512,120,84,0.642717659,7.19084238,0.646488994,1.526786811,0.498394525,1.155144477,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-095454
20200727-102720,0,7352,1298,0.68,89,0.03175,0.00914,0.0036,24,3,4,46,33,0.07,0.036,0.1,45,512,120,67,0.641342819,7.45695283,0.646734834,1.325333387,0.486275238,0.928112164,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-102720
20200727-105752,0,7352,1298,0.67,58,0.04136,0.00563,0.00535,11,3,3,37,35,0.1,0.0336,0.1,45,512,120,85,0.644102514,4.14323446,0.648493457,1.027761941,0.550049806,0.771044736,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-105752
20200727-112657,0,7352,1298,0.68,125,0.03841,0.04828,0.00335,26,2,2,30,20,0.1,0.0355,0.1,45,512,120,114,0.643429518,2.503640026,0.644075781,2.034470464,0.52254861,1.719089837,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-112657
20200727-120037,0,7352,1298,0.65,31,0.03144,0.00591,0.00397,15,2,2,29,22,0.15,0.0346,0.1,45,512,120,90,0.661867023,1.320769237,0.665024382,0.836630104,0.585236239,0.613079183,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-120037
20200727-122925,0,7352,1298,0.71,48,0.03032,0.04414,0.00875,18,2,3,39,38,0.16,0.0338,0.1,45,512,120,61,0.6502828,2.25280556,0.653403205,0.890573259,0.587124342,0.702713652,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-122925
20200727-125832,0,7352,1298,0.66,65,0.04272,0.00622,0.00155,27,2,3,84,54,0.16,0.0366,0.1,45,512,120,86,0.625836432,3.83880572,0.634982783,1.105724246,0.533908588,0.850796695,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-125832
20200727-132800,0,7352,1298,0.67,101,0.02979,0.00724,0.00572,28,3,2,62,57,0.04,0.0363,0.1,45,512,120,82,0.628016412,6.209591085,0.633597827,1.41488922,0.475392431,1.032590929,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-132800
20200727-135919,0,7352,1298,0.73,89,0.03223,0.00573,0.01387,31,3,2,48,41,0.04,0.0374,0.1,45,512,120,82,0.635536909,5.397949104,0.639200461,1.30896847,0.541022217,1.058809728,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-135919
20200727-142937,0,7352,1298,0.67,119,0.03025,0.00528,0.00574,22,3,2,55,38,0.09,0.0373,0.1,45,512,120,57,0.629930377,13.71723848,0.634365016,1.69677641,0.497490129,1.355565017,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-142937
20200727-150159,1,7352,1298,0.65,115,0.04136,0.00843,0.00356,25,3,2,49,42,0.22,0.0348,0.16,28,512,120,46,0.642966986,24.68175712,0.650973094,0.896158116,0.537943858,0.61810009,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-150159
20200727-153428,0,7352,1298,0.66,127,0.03483,0.00809,0.00396,17,2,5,44,30,0.15,0.034,0.1,45,512,120,86,0.658188283,9.92492716,0.665079778,1.943456911,0.494059175,1.530584528,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-153428
20200727-160749,1,7352,1298,0.32,110,0.03531,0.02586,0.00558,30,2,4,78,39,0.45,0.0253,0.14,18,512,120,22,0.666655242,8.726563909,0.677506655,0.803448121,0.526510113,0.425379596,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-160749
20200727-164011,0,7352,1298,0.68,92,0.02397,0.04018,0.00721,9,2,2,28,23,0.12,0.0326,0.1,45,512,120,87,0.647202075,4.733765602,0.652058446,1.138992724,0.554859287,0.891392716,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-164011
20200727-171017,0,7352,1298,0.67,64,0.01803,0.04033,0.01344,27,2,6,34,22,0.08,0.0332,0.1,45,512,120,53,0.652397215,2.399045101,0.660949975,0.936900254,0.489650017,0.533180854,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-171017
20200727-174036,1,7352,1298,0.48,80,0.03167,0.00717,0.00425,28,2,3,46,36,0.75,0.0397,0.26,21,512,120,34,0.691427231,17.10356871,0.706008697,0.854297547,0.678331304,0.775118065,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-174036
20200727-182636,1,7352,1298,0.56,119,0.02386,0.02008,0.01498,28,2,2,46,42,0.65,0.0389,0.07,34,512,120,54,0.682232141,6.861605349,0.689238185,0.811133645,0.623228943,0.637239438,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-182636
20200727-190113,0,7352,1298,0.68,96,0.02944,0.00814,0.00247,24,2,4,29,20,0.1,0.0337,0.1,45,512,120,58,0.643738031,4.396403203,0.651404053,1.311173212,0.50477522,0.960921934,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-190113
20200727-193159,0,7352,1298,0.67,93,0.01497,0.0091,0.00436,17,3,3,16,12,0.09,0.0333,0.1,45,512,120,71,0.655347109,3.616445786,0.660562915,1.039678437,0.511802465,0.678458942,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-193159
20200727-200357,1,7352,1298,0.13,118,0.007,0.00704,0.00044,7,3,2,24,17,0.13,0.0237,0.08,18,512,120,21,0.695194185,2.178179017,0.70732547,0.906182783,0.462596437,0.334608095,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-200357
20200727-203706,0,7352,1298,0.68,91,0.02534,0.02058,0.00378,9,3,3,23,22,0.09,0.0348,0.1,45,512,120,86,0.653687477,5.105378233,0.658316296,1.217504078,0.539763623,0.905655714,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-203706
20200727-210811,1,7352,1298,0.41,95,0.00714,0.04281,0.01514,28,2,2,93,34,0.29,0.032,0.11,19,512,120,51,0.65672493,0.922789623,0.658413517,0.766700903,0.519954747,0.420555729,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-210811
20200727-213914,0,7352,1298,0.65,104,0.00979,0.00761,0.00336,29,2,3,50,33,0.06,0.0249,0.1,45,512,120,62,0.640152693,2.161965438,0.652145684,0.955612761,0.448097062,0.484432351,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-213914
20200727-221054,0,7352,1298,0.47,121,0.01019,0.03847,0.00684,29,2,2,51,39,0.05,0.0323,0.1,45,512,120,60,0.659697235,3.711962521,0.667583078,1.10232208,0.302197546,0.449594652,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-221054
20200727-224356,0,7352,1298,0.67,81,0.0356,0.00688,0.01274,29,3,2,83,41,0.06,0.0355,0.1,45,512,120,66,0.641759634,4.467976354,0.651117688,1.293833328,0.496384102,0.89949825,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-224356
20200727-231402,0,7352,1298,0.32,112,0.00971,0.02634,0.00427,28,2,2,44,40,0.02,0.0268,0.1,45,512,120,57,0.658063829,2.887470323,0.665204072,1.024458646,0.198130722,0.277513328,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-231402
20200727-234549,0,7352,1298,0.33,107,0.03064,0.02259,0.0065,31,2,4,57,49,0.07,0.033,0.1,45,512,120,97,0.665450096,1.259649348,0.668170577,1.506040349,0.234842761,0.790638932,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200727-234549
20200728-001745,0,7352,1298,0.41,98,0.00991,0.00659,0.00728,27,2,3,36,33,0.07,0.0304,0.1,45,512,120,55,0.655279458,3.033414346,0.660306478,1.004923255,0.283954573,0.314401158,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-001745
20200728-004925,0,7352,1298,0.63,109,0.04122,0.00707,0.00529,30,2,3,101,67,0.17,0.0348,0.1,45,512,120,81,0.637018979,11.15245022,0.640944183,1.770042333,0.505669218,1.42880147,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-004925
20200728-012130,1,7352,1298,0.5,35,0.01159,0.00641,0.01078,10,2,3,20,18,0.31,0.0385,0.52,53,512,120,87,0.660058081,2.515814604,0.684792972,1.713084635,0.530665725,1.329699802,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-012130
20200728-015029,1,7352,1298,0.44,61,0.02287,0.02446,0.00148,26,2,3,51,48,0.54,0.0269,0.32,30,512,120,78,0.675821602,2.164540093,0.692237568,1.229492262,0.496213716,0.832435605,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-015029
20200728-021952,1,7352,1298,0.51,120,0.03,0.02406,0.01245,31,3,3,94,89,0.25,0.03,0.23,45,512,120,67,0.66308862,18.47441423,0.674640542,4.9636547,0.327501902,4.299742879,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-021952
20200728-025251,1,7352,1298,0.82,96,0.0071,0.02125,0.01768,22,4,6,26,22,0.42,0.036,0.31,38,512,120,76,0.681988478,5.247749699,0.698782653,1.595290008,0.710994917,1.617954611,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-025251
20200728-032422,1,7352,1298,0.24,119,0.00871,0.01815,0.00662,29,3,3,58,39,0.44,0.0212,0.25,51,512,120,69,0.67528528,4.775120686,0.699222064,1.865354863,0.307076293,1.150503031,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-032422
20200728-035735,0,7352,1298,0.67,83,0.01818,0.00734,0.01871,23,2,2,45,36,0.12,0.0322,0.1,45,512,120,90,0.648206949,3.022199845,0.65035246,1.00296171,0.524437863,0.684920864,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-035735
20200728-042708,1,7352,1298,0.06,126,0.01489,0.02798,0.00732,7,6,3,27,9,0.17,0.0247,0.57,35,512,120,60,0.684068143,21.11943117,0.70828228,7.459248929,0.277044564,6.669839088,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-042708
20200728-050045,1,7352,1298,0.36,64,0.01196,0.03223,0.01052,29,2,4,34,21,0.28,0.0378,0.11,17,512,120,32,0.669759989,2.042466581,0.674672604,0.7787855,0.507278419,0.397832113,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-050045
20200728-053037,1,7352,1298,0.47,90,0.03883,0.04987,0.00973,29,3,5,83,24,0.35,0.0226,0.21,31,512,120,35,0.662283838,8.882359174,0.69006601,1.238447898,0.411047527,0.666288591,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-053037
20200728-060148,1,7352,1298,0.26,116,0.0084,0.04083,0.01065,29,3,2,84,56,0.38,0.0309,0.36,45,512,120,68,0.664252102,8.573521948,0.68539831,3.569598751,0.272260025,2.882095369,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-060148
20200728-063456,0,7352,1298,0.41,119,0.02551,0.02179,0.00541,29,2,3,49,37,0.08,0.0303,0.1,45,512,120,64,0.667337775,6.198923239,0.679400265,1.529298618,0.273630008,0.787762963,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-063456
20200728-070758,1,7352,1298,0.15,118,0.02448,0.01508,0.00354,28,2,2,23,18,0.17,0.01,0.19,53,512,120,77,0.668949008,5.133439355,0.683658898,1.541846465,0.344561422,0.91642247,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-070758
20200728-074016,0,7352,1298,0.44,99,0.01821,0.04347,0.00272,28,2,3,56,37,0.18,0.0343,0.1,45,512,120,76,0.657065153,4.533323846,0.6646837,1.190416129,0.340610904,0.565540678,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-074016
20200728-081143,1,7352,1298,0.45,32,0.02069,0.03184,7.00E-05,26,3,4,69,49,0.74,0.0346,0.08,43,512,120,82,0.721050799,1.214246709,0.728449929,0.902689047,0.611327243,0.592621534,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-081143
20200728-084102,1,7352,1298,0.46,70,0.02527,0.04626,0.01152,15,3,5,29,28,0.18,0.0231,0.2,55,512,120,60,0.660624981,4.237211028,0.684810901,1.547109738,0.335693765,0.905796208,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-084102
20200728-103429,0,7352,1298,0.52,108,0.02576,0.02492,0.00379,29,2,5,52,23,0.09,0.0313,0.1,45,512,120,58,0.669054329,5.174861143,0.679421228,1.411489722,0.350390866,0.770241403,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-103429
20200728-110640,1,7352,1298,0.68,105,0.01689,0.01256,0.00487,8,3,3,14,12,0.39,0.0278,0.14,22,512,120,35,0.690160334,5.331453954,0.695379764,0.772073601,0.725280488,0.83874,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-110640
20200728-113823,1,7352,1298,0.41,127,0.01472,0.0182,0.00314,24,3,2,72,16,0.49,0.0293,0.09,24,512,120,48,0.687086463,4.475111876,0.694487238,0.781025359,0.615397215,0.587359441,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-113823
20200728-121213,0,7352,1298,0.58,112,0.01549,0.02305,0.00539,27,2,3,60,41,0.08,0.0263,0.1,45,512,120,52,0.64395982,3.034620352,0.652949089,1.106148647,0.395502257,0.561321721,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-121213
20200728-124411,1,7352,1298,0.37,106,0.01934,0.02628,0.00036,23,3,3,36,22,0.12,0.0096,0.05,49,512,120,63,0.669245481,1.297972531,0.676673883,0.866023357,0.375023374,0.254444438,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-124411
20200728-131615,1,7352,1298,0.29,57,0.01497,0.02407,0.01459,28,3,2,67,32,0.13,0.0112,0.19,49,512,120,56,0.672432423,1.405832632,0.689392042,0.971300608,0.298905689,0.264869907,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-131615
20200728-134601,1,7352,1298,0.13,113,0.01111,0.02863,0.00563,26,4,4,44,17,0.55,0.0153,0.03,65,512,120,77,0.691927493,1.324509432,0.700829697,1.250913123,0.441186616,0.747644068,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-134601
20200728-141859,0,7352,1298,0.29,101,0.03064,0.02824,0.00237,29,2,2,51,34,0.09,0.0352,0.1,45,512,120,67,0.673092425,8.164814795,0.679126871,1.508282855,0.220897016,0.748726796,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-141859
20200728-145023,0,7352,1298,0.4,113,0.03453,0.0423,0.00489,29,2,5,73,29,0.06,0.0266,0.1,45,512,120,57,0.667657912,9.750639993,0.675492394,1.51804875,0.252017474,0.81399188,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-145023
20200728-152310,1,7352,1298,0.27,94,0.01935,0.02073,0.01457,14,5,3,21,7,0.21,0.0313,0.43,18,512,120,63,0.694306433,2.713744914,0.703609079,1.084972316,0.351627076,0.425929552,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-152310
20200728-155414,1,7352,1298,0.07,76,0.04534,0.00761,0.00841,20,3,2,26,16,0.16,0.0191,0.14,66,512,120,67,0.678755224,5.606410788,0.694537866,5.06159515,0.226981699,4.2986837,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-155414
20200728-162341,0,7352,1298,0.24,95,0.02423,0.00638,0.00378,30,2,4,31,21,0.07,0.0329,0.1,45,512,120,104,0.651848078,1.246501538,0.653545582,1.232961105,0.195532888,0.503182346,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-162341
20200728-165441,1,7352,1298,0.69,70,0.03172,0.01387,0.00355,18,4,4,45,37,0.08,0.0099,0.56,15,512,120,80,0.665004671,1.182402537,0.672607648,0.954649347,0.563899201,0.680764954,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-165441
20200728-172425,1,7352,1298,0.54,36,0.04277,0.02894,0.00549,30,4,2,83,19,0.09,0.0108,0.25,28,512,120,37,0.654033005,1.974266078,0.668357021,0.837656492,0.465545461,0.369603658,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-172425
20200728-175503,1,7352,1298,0.53,113,0.01503,0.0398,0.0003,31,2,2,41,26,0.4,0.0064,0.06,50,512,120,100,0.674167812,1.208705834,0.677346992,0.794519876,0.578397167,0.543100653,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-175503
20200728-182805,1,7352,1298,0.12,72,0.025,0.04902,0.00768,25,2,2,83,58,0.43,0.0241,0.18,26,512,120,34,0.685567379,4.534987296,0.69847253,0.892961979,0.342600602,0.210380435,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-182805
20200728-185751,1,7352,1298,0.05,38,0.01622,0.04397,0.0093,26,4,4,67,33,0.43,0.0278,0.41,17,512,120,83,0.690591693,0.995701122,0.701919377,0.919114047,0.334319904,0.20848944,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-185751
20200728-192831,0,7352,1298,0.35,112,0.01421,0.02304,0.00429,28,2,2,50,49,0.15,0.0333,0.1,45,512,120,47,0.658920825,6.085757065,0.673448896,1.19200658,0.290060261,0.502640789,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-192831
20200728-200212,1,7352,1298,0.12,105,0.03945,0.02028,0.00744,31,3,3,67,44,0.53,0.0334,0.06,53,512,120,102,0.693043172,6.32455197,0.7011446,1.14562877,0.30882456,0.499273597,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-200212
20200728-203417,1,7352,1298,0.41,83,0.01959,0.02846,0.01863,18,5,4,31,17,0.26,0.018,0.05,48,512,120,69,0.68476814,1.670357684,0.695452434,0.8742783,0.472506863,0.375191252,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200728-203417
