timestamp,is_random_set,training records,validation records,spatial_dropout_prop,recurr_units,recurrent_regularizer_l1_factor,recurrent_regularizer_l2_factor,recurrent_dropout_prop,conv_units,kernel_size_1,kernel_size_2,dense_units_1,dense_units_2,dropout_prop,lr,lr_decay_rate,lr_decay_step,batch_size,epochs,best_training_step,best_val_rmse,val_loss,val_rmse__last_10_avg,val_loss__last_10_avg,train_rmse__last_10_avg,train_loss__last_10_avg,local_path
20200805-232016,1,7352,1298,0.36,117,0.01439,0.01393,0.02575,22,2,6,60,52,0.58,0.0202,0.25,44,512,120,113,0.665789127,2.682352832,0.69132756,2.337414311,0.445078483,1.810246278,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200805-232016
20200805-235302,1,7352,1298,0.22,112,0.01264,0.04136,0.01593,25,2,5,70,21,0.6,0.0184,0.06,43,512,120,35,0.694914758,18.90356402,0.72433635,0.912664165,0.55758034,0.563401388,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200805-235302
20200806-002505,1,7352,1298,0.43,118,0.01867,0.01077,0.00082,22,2,5,27,17,0.47,0.013,0.12,10,512,120,73,0.714429855,0.821789308,0.714898407,0.822879206,0.830833715,1.074028225,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-002505
20200806-005821,1,7352,1298,0.1,127,0.01915,0.00839,0.01551,31,7,5,48,30,0.77,0.0248,0.05,40,512,120,80,0.765355349,2.553211387,0.774095875,1.025211355,0.710861164,0.865890086,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-005821
20200806-013250,1,7352,1298,0.01,123,0.02913,0.04927,0.01155,17,4,3,41,20,0.56,0.0306,0.49,39,512,120,89,0.69056344,20.01014323,0.730844438,16.77971827,0.454064137,16.95241515,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-013250
20200806-020556,1,7352,1298,0.19,51,0.0136,0.02961,0.00674,27,3,3,72,63,0.78,0.0353,0.11,25,512,120,42,0.713604331,1.642211202,0.718366271,0.827016121,0.582438135,0.534865201,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-020556
20200806-023512,1,7352,1298,0.18,103,0.04062,0.02442,0.00877,21,3,2,43,36,0.55,0.0281,0.74,29,512,120,118,0.668420136,28.46936368,0.737243086,27.19910456,0.458855838,26.80860401,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-023512
20200806-030629,1,7352,1298,0.25,100,0.00599,0.02813,0.0005,26,3,7,32,31,0.38,0.0074,0.14,47,512,120,55,0.683380842,1.226107886,0.708849305,0.93293668,0.423649424,0.333903651,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-030629
20200806-033809,1,7352,1298,0.1,107,0.01392,0.03093,0.0213,17,4,7,29,19,0.68,0.0126,0.06,37,512,120,26,0.730356276,13.07207533,0.751265031,0.902755287,0.633720583,0.659594189,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-033809
20200806-041039,1,7352,1298,0.2,81,0.0353,0.01861,0.00716,30,4,7,108,48,0.75,0.0263,0.19,14,512,120,37,0.745273471,1.704692928,0.750865841,0.908849542,0.681146669,0.694861078,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-041039
20200806-044119,1,7352,1298,0.65,87,0.01295,0.01215,0.00083,18,2,4,50,7,0.39,0.0328,0.13,10,512,120,21,0.764734983,1.163354532,0.773786926,0.923697096,0.844590497,1.077715147,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-044119
20200806-051135,1,7352,1298,0.05,113,0.00778,0.01482,0.01366,28,2,3,48,40,0.67,0.0108,0.14,41,512,120,31,0.710498929,7.396566475,0.734320366,1.021649186,0.504046851,0.534719584,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-051135
20200806-054357,1,7352,1298,0.08,114,0.03895,0.02749,0.00907,28,5,3,56,49,0.64,0.0146,0.2,33,512,120,65,0.69020915,9.815401878,0.703213853,1.226969429,0.475020134,0.709475844,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-054357
20200806-061642,1,7352,1298,0.78,118,0.03441,0.00599,0.00455,16,4,4,25,10,0.59,0.0295,0.08,47,512,120,92,0.698488474,8.564089909,0.707598782,1.341393147,0.816631836,1.592757401,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-061642
20200806-064921,1,7352,1298,0.53,119,0.04616,0.00518,0.00019,17,4,4,50,46,0.56,0.0117,0.27,39,512,120,117,0.691169202,4.215437363,0.709936655,3.45873811,0.541975254,3.090775351,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-064921
20200806-072215,1,7352,1298,0.18,90,0.01485,0.01364,0.00765,13,5,4,25,24,0.42,0.0045,0.13,25,512,120,43,0.713361323,1.206818184,0.718536812,0.885179246,0.639580929,0.630648362,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-072215
20200806-075313,1,7352,1298,0.28,44,0.04096,0.01064,0.02541,20,3,3,26,15,0.48,0.0061,0.08,34,512,120,44,0.707457185,1.040194131,0.711974603,0.809470331,0.642848504,0.632615696,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-075313
20200806-082237,1,7352,1298,0.83,125,0.0254,0.03187,0.00023,21,2,5,51,24,0.59,0.0135,0.42,29,512,120,102,0.689777553,2.548270946,0.699342203,2.646050515,0.757031947,2.74708096,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-082237
20200806-085602,1,7352,1298,0.04,85,0.04323,0.01525,0.01337,31,2,2,82,71,0.56,0.0103,0.29,15,512,120,43,0.713367045,2.574257667,0.72690686,0.956461009,0.51702652,0.409076686,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-085602
20200806-102701,1,7352,1298,0.56,118,0.00618,0.02584,0.00722,21,2,4,61,30,0.33,0.0376,0.62,46,512,120,74,0.670780122,13.45505983,0.715665758,8.586126158,0.424339169,7.983163574,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-102701
20200806-110516,1,7352,1298,0.25,83,0.01488,0.02325,0.00013,25,4,5,47,26,0.61,0.0042,0.01,24,512,120,39,0.739390433,0.924665516,0.742927366,0.907665827,0.840924561,1.110721563,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-110516
20200806-113657,1,7352,1298,0.58,99,0.03931,0.0064,0.02107,10,4,2,19,18,0.4,0.0371,0.07,18,512,120,21,0.698840857,5.174987145,0.706877965,0.78529321,0.688618761,0.74032592,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-113657
20200806-121046,1,7352,1298,0.41,109,0.03727,0.00976,0.00728,31,3,5,80,28,0.51,0.0055,0.22,45,512,120,54,0.685605109,4.583892333,0.711619598,1.579789428,0.548958284,1.169548922,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-121046
20200806-124350,1,7352,1298,0.6,88,0.00846,0.00742,0.00754,29,4,3,76,74,0.38,0.0041,0.05,50,512,120,100,0.675315499,0.880539819,0.682918751,0.824441493,0.59026956,0.56582462,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-124350
20200806-131504,1,7352,1298,0.06,79,0.00861,0.02088,0.01485,24,6,4,36,29,0.57,0.0181,0.13,48,512,120,90,0.677541554,1.644664903,0.702730393,0.966717585,0.492666996,0.49279091,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-131504
20200806-134519,1,7352,1298,0.2,43,0.04026,0.01336,0.00281,26,2,4,95,13,0.66,0.0112,0.39,13,512,120,60,0.729904115,0.969766448,0.736250561,0.860019501,0.69100197,0.749780777,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-134519
20200806-141512,1,7352,1298,0.08,86,0.01234,0.03188,0.00483,25,4,4,16,11,0.36,0.0077,0.03,19,512,120,23,0.717180967,0.988056297,0.71939643,0.840905073,0.707289749,0.774770044,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-141512
20200806-144614,1,7352,1298,0.63,112,0.01418,0.02934,0.00224,29,2,4,64,54,0.67,0.0247,0.17,19,512,120,48,0.702515185,1.761806272,0.713411802,0.821450763,0.722826672,0.809771931,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-144614
20200806-151929,1,7352,1298,0.03,76,0.0061,0.00542,0.00861,27,6,4,52,10,0.37,0.0197,0.09,18,512,120,24,0.696363747,1.197906662,0.717766666,0.869466591,0.509898508,0.430386809,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-151929
20200806-155037,1,7352,1298,0.12,20,0.04194,0.01469,0.00618,26,3,3,62,27,0.53,0.035,0.39,28,512,120,40,0.70982492,2.379101071,0.733819854,1.036482538,0.427531898,0.420705791,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-155037
20200806-161957,1,7352,1298,0.45,123,0.00963,0.0313,0.00019,21,2,2,30,14,0.48,0.0154,0.4,31,512,120,32,0.687350571,4.700214382,0.708356959,1.713273959,0.531358266,1.320347981,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-161957
20200806-165252,1,7352,1298,0.29,57,0.02718,0.01654,0.00034,15,3,2,34,10,0.33,0.0064,0.24,35,512,120,18,0.704366863,4.327167693,0.723208129,0.93609513,0.544702679,0.509754449,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-165252
20200806-172242,1,7352,1298,0.81,36,0.01503,0.02062,0.01671,30,3,2,78,61,0.47,0.0308,0.29,15,512,120,50,0.702269793,0.945422636,0.703787541,0.825348413,0.78769381,1.001802668,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-172242
20200806-175241,1,7352,1298,0.27,42,0.01523,0.01502,0.00318,27,4,3,50,47,0.73,0.0056,0.18,26,512,120,38,0.717975616,1.019631164,0.726093131,0.858870022,0.691387337,0.72505309,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-175241
20200806-182214,1,7352,1298,0.31,20,0.01677,0.0282,0.0003,6,3,4,48,25,0.53,0.0113,0.17,45,512,120,84,0.701882958,0.979926459,0.721215576,0.881850481,0.588117158,0.539995744,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-182214
20200806-185119,1,7352,1298,0,72,0.01636,0.03056,0.00698,13,4,6,27,20,0.44,0.0221,0.08,38,512,120,76,0.706262887,1.837639869,0.720541352,0.962631872,0.366694555,0.27870448,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-185119
20200806-192133,1,7352,1298,0.35,93,0.02143,0.00975,0.00019,6,3,4,15,11,0.35,0.0242,0.11,18,512,120,20,0.690589011,4.028608475,0.702548158,0.824261493,0.604697114,0.571062234,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-192133
20200806-195344,1,7352,1298,0.04,90,0.00951,0.00966,0.01072,16,2,8,47,46,0.4,0.0375,0.41,24,512,120,41,0.698558569,8.0830597,0.708243251,1.398225934,0.236498086,0.596035592,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-195344
20200806-202508,1,7352,1298,0.12,95,0.04204,0.02229,0.00287,23,6,9,22,15,0.21,0.0073,0.03,31,512,120,43,0.68874985,1.360215437,0.697984946,0.858226721,0.451592955,0.320881241,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-202508
20200806-205738,1,7352,1298,0.51,64,0.01154,0.00991,0.01263,31,5,5,64,23,0.34,0.0043,0.28,13,512,120,65,0.70732373,0.859351547,0.708458358,0.85342104,0.844567859,1.148573988,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-205738
20200806-212817,1,7352,1298,0.37,117,0.0388,0.02765,0.01371,21,4,2,55,44,0.68,0.0072,0.32,13,512,120,63,0.727543294,1.095171202,0.729936087,0.869806524,0.749283642,0.866221194,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-212817
20200806-220135,1,7352,1298,0.56,81,0.00766,0.01325,0.00048,30,4,3,63,29,0.44,0.0097,0.02,20,512,120,34,0.695579767,0.877754697,0.703193891,0.809209036,0.75749383,0.908733332,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-220135
20200806-223235,1,7352,1298,0.53,52,0.03784,0.00879,0.00157,20,4,4,51,20,0.74,0.0204,0.37,37,512,120,47,0.763151348,6.289943099,0.795080829,1.675719527,0.767150891,1.619395875,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-223235
20200806-230213,1,7352,1298,0.27,63,0.02621,0.01481,0.00033,25,5,2,50,23,0.58,0.0134,0.01,40,512,120,19,0.696195245,9.300523853,0.736497957,0.890648015,0.634853625,0.608370179,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-230213
20200806-233230,1,7352,1298,0.54,108,0.02202,0.02469,0.00899,27,4,4,62,48,0.74,0.0188,0.11,69,512,120,118,0.700242221,3.997964885,0.71175459,4.012646797,0.651450539,3.82731638,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200806-233230
20200807-000502,1,7352,1298,0.65,61,0.00963,0.00588,0.01105,21,2,2,45,8,0.56,0.0057,0.04,49,512,120,111,0.719197094,0.817350921,0.719287723,0.817553821,0.792184722,0.996173536,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-000502
20200807-003516,1,7352,1298,0.29,34,0.03955,0.01109,0.00025,29,3,4,75,37,0.43,0.0079,0.03,40,512,120,40,0.673225939,3.050191314,0.690961492,0.81901097,0.538748908,0.436212355,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-003516
20200807-010502,1,7352,1298,0.38,37,0.01208,0.01215,0.00458,14,5,3,18,7,0.37,0.0106,0.04,43,512,120,100,0.713036418,0.832566832,0.713388616,0.832429634,0.614915574,0.603803936,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-010502
20200807-013457,1,7352,1298,0.37,79,0.03103,0.01685,0.00507,31,3,6,51,25,0.3,0.0283,0.25,23,512,120,55,0.669190764,3.722252489,0.678873825,0.890564992,0.387471518,0.321578808,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-013457
20200807-020523,1,7352,1298,0.21,44,0.03177,0.04652,0.00713,13,2,5,29,17,0.66,0.0135,0.2,32,512,120,34,0.713281155,1.816075116,0.731886715,0.873020052,0.616147882,0.650464424,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-020523
20200807-023501,1,7352,1298,0.6,55,0.0264,0.01944,0.00924,27,5,2,49,10,0.62,0.009,0.06,48,512,120,41,0.72396791,5.148932814,0.740623373,0.879986996,0.751946956,0.910943833,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-023501
20200807-030450,1,7352,1298,0.45,123,0.00963,0.0313,0.00019,21,2,2,30,14,0.48,0.0154,0.4,31,512,120,62,0.689979553,6.265525129,0.708264124,1.678863025,0.573548657,1.382262857,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-030450
20200807-040822,1,7352,1298,0.37,72,0.01424,0.02668,0.00448,24,2,2,26,11,0.66,0.0143,0.13,22,512,120,11,0.741781235,7.360935108,0.799786907,0.969714678,0.830338037,1.025137441,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-040822
20200807-043841,1,7352,1298,0.14,113,0.01216,0.02651,0.0146,21,4,2,52,33,0.41,0.0098,0.03,22,512,120,41,0.694858909,1.089157544,0.698772722,0.851800389,0.586432958,0.527108141,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-043841
20200807-051140,1,7352,1298,0.4,81,0.02213,0.03303,0.01184,28,3,3,64,38,0.7,0.025,0.22,41,512,120,71,0.691121697,5.704476609,0.723530596,1.91732879,0.625523138,1.650453394,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-051140
20200807-054142,1,7352,1298,0.25,76,0.02525,0.01446,0.00451,10,4,4,33,26,0.67,0.0156,0.13,44,512,120,46,0.726832926,1.834527077,0.737195659,1.083293249,0.625894713,0.832507257,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-054142
20200807-061157,1,7352,1298,0.51,93,0.01172,0.0224,0.00167,31,2,4,38,16,0.54,0.0131,0.44,51,512,120,83,0.673558652,4.29416417,0.693570518,2.328118203,0.553274745,2.049141149,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-061157
20200807-064340,1,7352,1298,0.62,118,0.02379,0.01326,0.004,21,8,7,18,16,0.56,0.0116,0.34,25,512,120,73,0.74901396,3.469164154,0.754346144,1.178825849,0.721342784,1.117404402,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-064340
20200807-071847,1,7352,1298,0.03,52,0.01784,0.0088,0.00514,31,3,4,35,25,0.69,0.0282,0.2,37,512,120,71,0.714454889,2.542395475,0.737888557,0.982953847,0.585256195,0.646270808,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-071847
20200807-074848,1,7352,1298,0.16,26,0.01004,0.04703,0.00197,21,4,4,17,12,0.45,0.0086,0.31,15,512,120,109,0.721172571,0.843776513,0.721424675,0.844059655,0.697188687,0.743204164,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-074848
20200807-081829,1,7352,1298,0.39,123,0.03431,0.01336,0.00648,25,3,5,7,5,0.29,0.0082,0.02,34,512,120,112,0.713627577,0.834530984,0.713787639,0.834465938,0.695757794,0.770735723,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-081829
20200807-085257,1,7352,1298,0.1,109,0.03158,0.01233,4.00E-05,26,2,4,43,36,0.52,0.0236,0.06,29,512,120,56,0.704288244,4.438523082,0.709237474,0.87169328,0.485396111,0.378250201,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-085257
20200807-114100,1,7352,1298,0.3,97,0.00972,0.01469,0.01638,30,5,2,16,15,0.36,0.0141,0.2,25,512,120,28,0.685575068,2.379273598,0.698317647,0.845775909,0.483172008,0.378883929,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-114100
20200807-121251,1,7352,1298,0.06,57,0.02638,0.02695,6.00E-05,10,7,3,58,26,0.38,0.0079,0.19,54,512,120,62,0.719269097,1.872692795,0.733305818,1.114567231,0.361657512,0.361902304,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-121251
20200807-124217,1,7352,1298,0.35,28,0.0354,0.00785,0.02818,17,4,3,57,56,0.71,0.0055,0.05,49,512,120,39,0.710396349,1.852910956,0.71914227,0.847651392,0.653092808,0.654838649,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-124217
20200807-131139,1,7352,1298,0.21,89,0.04124,0.04122,0.01615,28,4,4,40,34,0.73,0.0315,0.15,36,512,120,65,0.7499035,10.15756668,0.764505911,1.12321411,0.664766812,0.866247365,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-131139
20200807-134212,0,7352,1298,0.04,9,0.00655,0.01504,0.00498,31,5,5,101,98,0.18,0.025,0.1,45,512,120,59,0.687650681,0.907188747,0.698967838,0.928560852,0.259448177,0.122579535,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-134212
20200807-141056,1,7352,1298,0.02,124,0.03581,0.03338,0.00027,21,4,6,48,45,0.52,0.0098,0.02,20,512,120,17,0.700318813,33.47849187,0.714298165,0.905584998,0.588877732,0.538694664,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-141056
20200807-144508,1,7352,1298,0.29,37,0.02179,0.01088,0.00253,23,2,4,50,24,0.59,0.0086,0.27,76,512,120,96,0.69769007,1.234815929,0.72193777,1.304551251,0.510914448,0.844523184,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-144508
20200807-151358,1,7352,1298,0.56,76,0.04975,0.04478,0.00057,30,6,4,41,32,0.51,0.016,0.24,50,512,120,85,0.684637487,7.586152576,0.701586753,2.426579875,0.499464509,1.98056383,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-151358
20200807-154627,1,7352,1298,0.8,112,0.01831,0.0107,0.00549,24,4,4,44,28,0.68,0.0222,0.19,46,512,120,62,0.711508453,7.046306343,0.720483106,1.933911287,0.797009557,2.077573753,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-154627
20200807-162037,1,7352,1298,0.6,116,0.04017,0.01436,0.0013,11,3,4,39,9,0.32,0.0028,0.12,32,512,120,108,0.728655159,0.880977504,0.728930026,0.881273912,0.895884609,1.280619178,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-162037
20200807-165342,1,7352,1298,0.31,20,0.01677,0.0282,0.0003,6,3,4,48,25,0.53,0.0113,0.17,45,512,120,47,0.694596112,0.946752385,0.708844459,0.865526377,0.56375525,0.505471833,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-165342
20200807-172213,1,7352,1298,0.09,125,0.0229,0.03174,0.00154,22,3,5,20,18,0.45,0.0053,0.13,31,512,120,24,0.69930464,12.28562156,0.720018888,0.879501721,0.56979844,0.530545304,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-172213
20200807-175557,1,7352,1298,0.06,79,0.01219,0.02512,0.01136,23,4,3,56,48,0.61,0.0029,0.06,50,512,120,88,0.716889799,0.978587766,0.726629174,0.906677208,0.545838904,0.461746486,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-175557
20200807-182610,1,7352,1298,0.17,111,0.03056,0.01321,0.01727,16,2,3,46,31,0.78,0.031,0.21,57,512,120,105,0.748583555,15.5637025,0.787339377,8.692797838,0.679305273,8.572443392,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-182610
20200807-185850,1,7352,1298,0.09,105,0.01024,0.03646,0.00016,31,5,4,54,50,0.61,0.0216,0.05,23,512,120,45,0.708074331,1.600012049,0.723983592,0.877967344,0.558346617,0.486107881,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-185850
20200807-193150,1,7352,1298,0.3,88,0.04021,0.04133,0.00667,27,3,2,58,34,0.69,0.0076,0.4,33,512,120,29,0.688287973,15.14023794,0.731325108,1.786525476,0.63240602,1.515132905,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-193150
20200807-200406,1,7352,1298,0.32,92,0.02988,0.01483,0.01072,19,5,2,60,42,0.38,0.0019,0.58,11,512,120,114,0.723878205,0.914518043,0.72458204,0.914742115,0.773818326,0.977945699,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-200406
20200807-203614,1,7352,1298,0.67,107,0.02102,0.03605,0.01352,26,3,2,44,43,0.59,0.0029,0.17,35,512,120,81,0.712481976,0.96029228,0.714209092,0.8326777,0.812437952,1.071629955,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-203614
20200807-211018,1,7352,1298,0.18,69,0.01324,0.01765,0.00728,15,3,3,28,18,0.48,0.0036,0.24,72,512,120,54,0.699824989,2.202763978,0.732053339,1.230960602,0.518927062,0.751700109,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-211018
20200807-214047,1,7352,1298,0.32,86,0.01106,0.00574,0.00622,31,2,3,27,21,0.6,0.0116,0.18,43,512,120,43,0.690139174,6.565393002,0.733953947,1.051888106,0.535057169,0.64391637,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-214047
20200807-221206,1,7352,1298,0.16,103,0.01486,0.01219,0.01356,21,7,2,30,19,0.43,0.0095,0.16,42,512,120,43,0.694351196,1.584477484,0.718899286,1.124676453,0.418001637,0.519490609,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-221206
20200807-224409,1,7352,1298,0.29,118,0.02188,0.00912,0.02288,28,5,2,58,13,0.75,0.0199,0.14,29,512,120,16,0.746624351,37.30333749,0.79643693,1.027990636,0.764684635,1.005819475,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-224409
20200807-231704,1,7352,1298,0.27,63,0.02621,0.01481,0.00033,25,5,2,50,23,0.58,0.0134,0.01,40,512,120,96,0.728971064,0.871815214,0.729555362,0.871941963,0.614828533,0.584070355,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200807-231704
20200808-001835,1,7352,1298,0.2,80,0.02462,0.04789,0.00491,28,5,6,40,23,0.7,0.0223,0.08,46,512,120,92,0.747159719,2.594220793,0.767617691,1.05935838,0.674639678,0.817892505,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-001835
20200808-004850,1,7352,1298,0.64,125,0.00849,0.01727,0.00505,24,3,2,31,21,0.69,0.0094,0.09,28,512,120,54,0.767127633,1.565582046,0.768974197,0.907324162,0.844807696,1.065946812,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-004850
20200808-012223,1,7352,1298,0.21,101,0.0325,0.00958,0.00391,30,2,5,96,63,0.74,0.0101,0.14,43,512,120,35,0.701475263,21.14184377,0.724950993,1.284997285,0.549922746,0.871133201,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-012223
20200808-015403,1,7352,1298,0.47,88,0.00801,0.02271,0.00497,5,2,4,14,13,0.53,0.0391,0.24,32,512,120,64,0.706165493,4.37176142,0.722984856,1.021681036,0.641353726,0.852428914,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-015403
20200808-022349,1,7352,1298,0.55,77,0.00784,0.02238,0.0061,20,4,2,20,15,0.62,0.0266,0.44,34,512,120,51,0.693007946,4.141288754,0.712634492,1.458478388,0.646649629,1.296288578,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-022349
20200808-025300,1,7352,1298,0.27,127,0.03244,0.02272,0.01327,13,2,2,19,18,0.62,0.0127,0.11,15,512,120,23,0.739372551,5.613286957,0.747280139,0.873999068,0.801501685,0.969090926,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-025300
20200808-032605,1,7352,1298,0.25,109,0.01776,0.00879,4.00E-05,28,3,2,26,13,0.52,0.0174,0.24,43,512,120,50,0.708430469,8.432866874,0.739068437,2.179324069,0.468544722,1.641974846,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-032605
20200808-035755,1,7352,1298,0.37,64,0.00773,0.02372,0.02477,18,5,3,16,12,0.17,0.0023,0.2,27,512,120,48,0.706391394,0.950137009,0.713605928,0.876596387,0.696080315,0.789433196,D:\jupyter_notebooks\NLP_Sentiment_Analysis_French\model\trained_instances\20200808-035755
